Name,JudgeName,Region,Province,Locality,Address,PostalCode,PhoneNumbers,Email,Fax,Url
Juzgado de Instrucción nº 1,"PARRA ESPAÑOL, JAIME",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n",39010,"942 35 71 12, 942 34 69 69",juzgado.instruccion1@justicia.cantabria.es,942 35 71 55,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Santander?provincia=39
Juzgado de lo Penal nº 3,"RUIZ FERREIRO, MARIA AURORA",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 41 95, 848 42 41 96",jpenpam3@navarra.es,848 42 41 97,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--3---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia nº 5,"SOCORRO MARRERO, JUAN CARLOS",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 63 73, 928 11 66 11",instancia5lpgc@justiciaencanarias.org,928 42 97 24,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de Primera Instancia nº 14,"AZNAR RODRIGALVAREZ, MARIA CONCEPCION",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 3ª Plta. Escalera G",50018,"976 20 81 22, 976 20 82 61",instancia14zaragoza@justicia.aragon.es,976 20 86 54,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--14---Zaragoza?provincia=50
Juzgado de lo Mercantil nº 1,,Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 42 62, 848 42 42 58",juzgado.mercantil@navarra.es,848 42 42 83,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--1---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia nº 2,"AVELLO FORMOSO, JUAN",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 61 31, 928 11 66 11",instancia2lpgc@justiciaencanarias.org,928 42 97 10,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de Primera Instancia e Instrucción nº 1,"ARAGON YUSTA, PABLO",Andalucía,Sevilla,Sanlúcar la Mayor,"C/ Duque de Lerma, 8",41800,"95 554 22 02, 95 554 25 99",AtPublico.JMixto.1.SMayor.JUS@juntadeandalucia.es,95 562 22 72,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Sanlucar-la-Mayor?provincia=41
Juzgado de lo Social nº 1,"FRANCISCO LOPEZ, CARLOS DE",Cantabria,Cantabria,Santander,"C/ Alta, 18",39008,942 24 81 04,juzgado.social1@justicia.cantabria.es,942 24 81 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Santander?provincia=39
Juzgado de lo Contencioso-Administrativo nº 1,"ARNEDO HERRERO, MARTA",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 41 80, 848 42 41 81",juzconpam1@cfnavarra.es,848 42 42 13,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia nº 9,"CHESA CELMA, EVA MARIA",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 3ª Plta. Escalera F",50018,"976 20 81 68, 976 20 82 61",instancia9zaragoza@justicia.aragon.es,976 20 85 68,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--9---Zaragoza?provincia=50
Juzgado de lo Contencioso-Administrativo nº 1,"PEREZ SANZ, GONZALO",País Vasco,Gipuzkoa,Donostia / San Sebastián,"Pza. Teresa de Calcuta, 1 (Atotxa) - 3ª Plta.",20012,"943 00 07 77, 943 00 07 00",contencioso1.donostia@justizia.eus,943 00 43 69,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Donostia---San-Sebastian?provincia=20
Juzgado de Primera Instancia e Instrucción nº 2,,Castilla y León,Burgos,Miranda de Ebro,"Avda. República Argentina, 7",09200,"947 31 01 87, 947 31 07 30",mixto2.mirandadeebro@justicia.es,947 31 01 74,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Miranda-de-Ebro?provincia=09
Juzgado de Primera Instancia nº 11,"GOZALVEZ CASTILLO, SONIA",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 64 93, 928 11 66 11",instancia11lpgc@justiciaencanarias.org,928 42 97 32,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--11---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de Primera Instancia e Instrucción nº 5,"SANCHEZ-GEY GONZALEZ, SALVADOR RAMON",Andalucía,Sevilla,Sanlúcar la Mayor,"C/ Duque de Lerma, 8",41800,"95 510 91 63, 95 510 91 62",AtPublico.JMixto.5.Smayor.JUS@juntadeandalucia.es,95 562 22 74,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--5---Sanlucar-la-Mayor?provincia=41
Juzgado de lo Mercantil nº 1,"MALAGON RUIZ, PEDRO JOSE",País Vasco,Gipuzkoa,Donostia / San Sebastián,"Pza. Teresa de Calcuta, 1 (Atotxa) - 3ª Plta.",20012,"943 00 07 29, 943 00 07 00",mercantil1.donostia@justizia.eus,943 00 43 86,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--1---Donostia---San-Sebastian?provincia=20
Juzgado de Primera Instancia nº 11,"GONZALEZ VIEJO, MARIA OLGA",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 3ª Plta. Escalera F-G",50018,"976 20 81 07, 976 20 82 61",instancia11zaragoza@justicia.aragon.es,976 20 86 50,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--11---Zaragoza?provincia=50
Juzgado de Instrucción nº 2,"AGÜERO SEIJAS, MIGUEL ANGEL",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n",39010,"942 35 71 13, 942 34 69 69",juzgado.instruccion2@justicia.cantabria.es,942 35 71 56,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Santander?provincia=39
Juzgado de Primera Instancia nº 15,"DIEGO DIAGO, MANUEL DANIEL",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 3ª Plta. Escalera G",50018,"976 20 85 10, 976 20 84 76",instancia15zaragoza@justicia.aragon.es,976 20 86 51,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--15---Zaragoza?provincia=50
Juzgado de lo Social nº 5,"GIMENO LAHOZ, RAMON",Cantabria,Cantabria,Santander,"C/ Alta, 18",39008,942 24 81 08,juzgado.social5@justicia.cantabria.es,942 24 81 34,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--5---Santander?provincia=39
Juzgado de Primera Instancia nº 3,"DIAZ RAVELO, ELSA DEL ROSARIO",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 63 60, 928 11 66 11",instancia3lpgc@justiciaencanarias.org,928 42 97 23,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de lo Contencioso-Administrativo nº 2,"FUERTES LOPEZ, FRANCISCO JAVIER",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 42 67, 848 42 42 68",juzconpam2@cfnavarra.es,848 42 42 75,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia e Instrucción Único,"MOLINERO GONZALEZ, VANESSA",Castilla y León,Burgos,Salas de los Infantes,"Pza. Jesús Aparicio, 4",09600,"947 38 00 02, 947 38 08 19",mixto1.salasdelosinfantes@justicia.es,947 38 00 40,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-Unico---Salas-de-los-Infantes?provincia=09
Juzgado de lo Contencioso-Administrativo nº 2,"JACA FLORES, IZASKUN",País Vasco,Gipuzkoa,Donostia / San Sebastián,"Pza. Teresa de Calcuta, 1 (Atotxa) - 3ª Plta.",20012,"943 00 07 78, 943 00 07 00",contencioso2.donostia@justizia.eus,943 00 43 69,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Donostia---San-Sebastian?provincia=20
Juzgado de Violencia sobre la Mujer nº 1,"GABINO AMANTEGUI, MARIA AURORA",País Vasco,Gipuzkoa,Donostia / San Sebastián,"Pza. Teresa de Calcuta, 1 (Atotxa) - 2ª Plta.",20012,"943 00 43 83, 943 00 07 00",violencia.donostia@justizia.eus,943 00 43 84,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Donostia---San-Sebastian?provincia=20
Juzgado de Primera Instancia nº 4,"RALLO VALLUERCA, BEATRIZ",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 63 47, 928 11 66 11",instancia4lpgc@justiciaencanarias.org,928 42 97 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de lo Contencioso-Administrativo nº 3,"PEREZ SOTO, ISRAEL",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 42 72, 848 42 42 73",juzconpam3@cfnavarra.es,848 42 16 59,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--3---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia nº 6,"GONZALEZ MARCOS, TOMAS",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 63 20, 928 11 66 11",instancia6lpgc@justiciaencanarias.org,928 42 97 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--6---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de Violencia sobre la Mujer nº 1,"FERNANDEZ ARJONILLA, ESTHER",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 43 80, 848 42 43 83",juzgado.violenciamujer.pamplona@navarra.es,848 42 43 81,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia e Instrucción nº 2,"DIAZ-SANTOS SALCEDO, ALICIA",Andalucía,Sevilla,Sanlúcar la Mayor,"C/ Duque de Lerma, 8",41800,"95 554 26 37, 95 554 26 44",AtPublico.JMixto.2.Smayor.JUS@juntadeandalucia.es,95 562 22 73,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Sanlucar-la-Mayor?provincia=41
Juzgado de lo Social nº 2,"PERCHIN BENITO, NURIA",Cantabria,Cantabria,Santander,"C/ Alta, 18",39008,942 24 81 05,juzgado.social2@justicia.cantabria.es,942 24 81 18,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Santander?provincia=39
Juzgado de lo Penal nº 1,"RUBIO GABAS, MARIA ANGELES",País Vasco,Gipuzkoa,Donostia / San Sebastián,"Pza. Teresa de Calcuta, 1 (Atotxa) - 3ª Plta.",20012,"943 00 07 41, 943 00 07 00",penal1.donostia@justizia.eus,943 00 43 86,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Donostia---San-Sebastian?provincia=20
Juzgado de lo Penal nº 1,"ALEMAN EZCARAY, MARIA",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 41 85, 848 42 41 86",jpenpam1@navarra.es,848 42 42 85,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia e Instrucción nº 2,"FERNANDEZ FERNANDEZ, NORA",Andalucía,Sevilla,Morón de la Frontera,C/ Navío s/n,41530,"95 513 61 32, 95 513 61 29",AtPublico.JMixto.2.Moron.JUS@juntadeandalucia.es,95 585 95 71,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Moron-de-la-Frontera?provincia=41
Juzgado de Primera Instancia nº 12,"POLO MARCHADOR, FRANCISCO JOSE",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 3ª Plta. Escalera F-G",50018,"976 20 81 12, 976 20 82 61",instancia12zaragoza@justicia.aragon.es,976 20 86 52,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--12---Zaragoza?provincia=50
Juzgado de Instrucción nº 3,"GARCIA BERNALTE, MARIA DEL PRADO",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n",39010,"942 35 71 03, 942 34 69 69",juzgado.instruccion3@justicia.cantabria.es,942 35 71 57,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Santander?provincia=39
Juzgado de Primera Instancia e Instrucción nº 1,"RUBIO HERRERA, IGNACIO CARLOS",Andalucía,Sevilla,Osuna,"C/ Alfareros, 27-29-31 (Polígono Industrial el Ejido)",41640,"95 482 22 05, 95 482 22 07",AtPublico.JMixto.1.Osuna.JUS@juntadeandalucia.es,95 482 22 06,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Osuna?provincia=41
Juzgado de Instrucción nº 4,"GARCIA DELGADO, LUIS ENRIQUE",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n",39010,"942 35 71 17, 942 34 69 69",juzgado.instruccion4@justicia.cantabria.es,942 35 71 58,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Santander?provincia=39
Juzgado de Primera Instancia e Instrucción nº 3,"SANTAMARIA LEO, FRANCISCO JAVIER",Andalucía,Sevilla,Sanlúcar la Mayor,"C/ Duque de Lerma, 8",41800,"95 554 27 81, 95 554 28 03",AtPublico.JMixto.3.Smayor.JUS@juntadeandalucia.es,95 562 47 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Sanlucar-la-Mayor?provincia=41
Juzgado de lo Social nº 3,"GONZALEZ GONZALEZ, CARLOS",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 40 94, 848 42 40 95",jsocpam3@navarra.es,848 42 42 88,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Pamplona-Iruna?provincia=31
Juzgado Decano,"GUERRERO SUAREZ, FRANCISCO JOSE",Andalucía,Sevilla,Sevilla,"C/ Menéndez Pelayo, 2",41004,"95 554 23 93, 95 554 23 88",AtPublico.Decanato.Sevilla.MPelayo.jus@juntadeandalucia.es,95 500 51 90,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-Decano---Sevilla?provincia=41
Juzgado de lo Social nº 3,"RUEDA DIAZ DE RABAGO, PABLO",Cantabria,Cantabria,Santander,"C/ Alta, 18",39008,942 24 81 06,juzgado.social3@justicia.cantabria.es,942 24 81 29,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Santander?provincia=39
Juzgado de Primera Instancia nº 7,"GARCIA ARAGON, JOSE RAMON",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 63 07, 928 11 66 11",instancia7lpgc@justiciaencanarias.org,928 42 97 19,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--7---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de Primera Instancia nº 16,"MOSEÑE GRACIA, MARIA JOSE",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 1ª Plta. Escalera F",50018,"976 20 85 52, 976 20 85 53",instancia16zaragoza@justicia.aragon.es,976 20 86 85,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--16---Zaragoza?provincia=50
Juzgado de lo Penal nº 2,"FERNANDINO NOSTI, RAQUEL",Navarra,Navarra,Pamplona/Iruña,"Pza. del Juez Elío, 1",31011,"848 42 41 90, 848 42 41 91",jpenpam2@navarra.es,848 42 42 86,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--2---Pamplona-Iruna?provincia=31
Juzgado de Primera Instancia nº 8,"LOPEZ MOLINA, MARIANO",Canarias,Las Palmas,Palmas de Gran Canaria (Las),"C/ Málaga, 2",35016,"928 11 64 67, 928 11 66 11",instancia8lpgc@justiciaencanarias.org,928 42 97 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--8---Palmas-de-Gran-Canaria--Las-?provincia=35
Juzgado de Primera Instancia nº 13,"BARREDA HERNANDEZ, ARMANDO",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 1ª Plta. Escalera G",50018,"976 20 81 17, 976 20 82 61",instancia13zaragoza@justicia.aragon.es,976 20 86 53,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--13---Zaragoza?provincia=50
Tribunal Superior de Justicia. Sala de lo Contencioso-Administrativo,"ALEJANDRE DURAN, MARIA LUISA",Andalucía,Sevilla,Sevilla,"Avda. de Carlos V, s/n (Prado de San Sebastián)",41004,"600 15 74 35, 600 15 74 36",,95 500 51 52,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Contencioso-Administrativo---Sevilla?provincia=41
Juzgado de Primera Instancia nº 17,"NIETO AVELLANED, JOSE JULIAN",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 3ª Plta. Escalera G",50018,"976 20 86 82, 976 20 86 84",instancia17zaragoza@justicia.aragon.es,976 20 86 85,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--17---Zaragoza?provincia=50
Juzgado de Instrucción nº 8,"JUSTO VICENTE, MARIA FRANCISCA",Galicia,A Coruña,Coruña (A),"Rúa Monforte, 1. Edif. Novos Xulgados",15007,"881 88 16 62, 881 88 16 63",instrucion8.coruna@xustiza.gal,881 88 16 64,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--8---Coruna--A-?provincia=15
Tribunal Superior de Justicia Presidencia,"PASQUAL DEL RIQUELME HERRERO, MIGUEL ALFONSO",Murcia,Murcia,Murcia,"Ps. de Ronda Garay, 7",30003,"968 22 93 09, 968 22 91 00",,968 22 91 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Presidencia---Murcia?provincia=30
Audiencia Provincial Civil nº 11,"ALONSO MARTINEZ, MARIA DEL MAR",Cataluña,Barcelona,Barcelona,"Passeig Lluís Companys, 14-16",08018,"93 486 61 50, 93 486 62 45",aps11.barcelona@xij.gencat.cat,93 486 71 09,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--11---Barcelona?provincia=08
Juzgado de Primera Instancia e Instrucción nº 1,"CALLEJAS ANTUNEZ, REBECA",Canarias,Santa Cruz de Tenerife,Santa Cruz de la Palma,"C/ Anselmo Pérez de Brito, 33",38700,922 47 40 12,mix1.sclapalma@justiciaencanarias.org,922 47 40 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Santa-Cruz-de-la-Palma?provincia=38
Juzgado de lo Penal nº 4,"OLMEDO CASTAÑEDA, JORGE",Castilla la Mancha,Toledo,Toledo,"Marqués de Mendigorría, 2",45071,"925 27 40 33, 925 27 40 34",penal4.toledo@justicia.es,925 25 76 04,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--4---Toledo?provincia=45
Juzgado de Primera Instancia nº 2,"ROYO GARCIA, JOSE GUILLERMO",Illes Balears,Illes Balears,Palma,"C/ Travessa d'en Ballester, 20",07002,"971 21 93 21, 971 21 94 58",instancia2.palmademallorca@justicia.es,971 21 94 53,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Palma?provincia=07
Juzgado de lo Contencioso-Administrativo nº 2,"ROMERO CERVERO, MARIA CARMEN",Extremadura,Badajoz,Mérida,"Avda. de las Comunidades, s/n",06800,"924 34 50 14, 924 34 50 16",contencioso2.merida@justicia.es,924 34 50 66,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Merida?provincia=06
Juzgado de lo Penal nº 1,"ALVAREZ PEÑA, OLGA",Castilla y León,Valladolid,Valladolid,"C/ Angustias, 40-44",47003,"983 41 34 44, 983 41 34 41",penal1.valladolid@justicia.es,983 41 32 26,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Valladolid?provincia=47
Juzgado de Primera Instancia e Instrucción nº 1,"LABORDA RODRIGUEZ, JUAN",Galicia,Pontevedra,Ponteareas,"Avda. de Galicia, s/n",36860,886 21 82 03,mixto1.ponteareas@xustiza.gal,886 21 82 07,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Ponteareas?provincia=36
Juzgado de lo Social nº 4,"PITA LLOVERES, NICOLAS EMILIO",Galicia,A Coruña,Coruña (A),"Rúa Monforte, 1. Edif. Novos Xulgados",15007,"981 18 51 45, 981 18 51 46",social4.coruna@xustiza.gal,981 18 51 47,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--4---Coruna--A-?provincia=15
Audiencia Provincial Civil nº 4,"ARAGON RAMIREZ, PILAR",Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Avda. Tres de Mayo, 3 - 2ª Plta.",38003,"922 34 94 19, 922 34 94 20",s04audprov.tfe@justiciaencanarias.org,922 34 94 18,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--4---Santa-Cruz-de-Tenerife?provincia=38
Audiencia Provincial Civil nº 19,"CLARET CASTANY, ASUNCION",Cataluña,Barcelona,Barcelona,"Passeig Lluís Companys, 14-16",08018,"93 486 63 03, 93 486 62 45",aps19.barcelona@xij.gencat.cat,93 486 71 15,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--19---Barcelona?provincia=08
Juzgado de Primera Instancia nº 10,"GOMEZ DIAZ, EVA MARIA",Andalucía,Málaga,Málaga,"C/ Fiscal Luis Portero García, s/n",29010,"95 193 90 30, 95 193 80 00",AtPublico.Jinstancia.10.Malaga.JUS@juntadeandalucia.es,95 193 91 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--10---Malaga?provincia=29
Juzgado de Primera Instancia e Instrucción nº 3,"RONDON MATA, ESTEBAN",Andalucía,Córdoba,Lucena,"C/ San Pedro, 43",14900,"957 74 62 00, 957 74 62 01",AtPublico.JMixto.3.Lucena.JUS@juntadeandalucia.es,957 50 63 16,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Lucena?provincia=14
Juzgado de Primera Instancia nº 6,"MUÑOZ ROSELL, GLORIA",Andalucía,Málaga,Málaga,"C/ Fiscal Luis Portero García, s/n",29010,"95 193 90 26, 95 193 80 00",AtPublico.JInstancia.6.Malaga.Familia2.JUS@juntadeandalucia.es,95 193 91 26,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--6---Malaga?provincia=29
